surd_init	temps_eff
0.0017014319853782657	9.320649417278242
0.0019420385287650913	7.662890907131855
0.002182645072151917	6.44682859361811
0.002423251615538742	5.524298562676649
0.002663858158925568	4.805843356761633
0.002904464702312393	4.229960973810297
0.0031450712456992185	3.7631048672429506
0.003385677789086044	3.3773195815765216
0.0036262843324728696	3.055831843521164
0.003866890875859695	2.781868379787033
0.004107497419246521	2.5470425537292063
0.004348103962633346	2.342967728702762
0.004588710506020171	2.1668483591593812
0.004829317049406997	2.0102978084541494
0.005069923592793822	1.8733160765870716
0.005310530136180647	1.7503120724615322
0.005551136679567473	1.6412857960775316
0.0057917432229542985	1.5434417018867614
0.0060323497663411245	1.4567797898892225
0.0062729563097279496	1.3757089689882989
0.0065135628531147755	1.3030247847322984
0.006754169396501601	1.2359316915729133
0.006994775939888427	1.1772252350584513
0.007235382483275252	1.121314324092298
0.007475989026662077	1.0681989586744538
0.007716595570048903	1.0206746843532248
0.007957202113435728	0.9787415011286111
0.008197808656822554	0.9368083179039973
0.008438415200209378	0.9004662257759988
0.008679021743596204	0.8641241336480001
0.00891962828698303	0.8305775870683091
0.009160234830369856	0.7998265860369257
0.009400841373756682	0.7718711305538498
0.009641447917143508	0.7439156750707739
0.00988205446053033	0.7187557651360057
0.010122661003917156	0.6935958552012375
0.010363267547303982	0.6712314908147767
0.010603874090690808	0.6488671264283161
0.010844480634077634	0.629298307590163
0.01108508717746446	0.6097294887520099
0.011325693720851286	0.5929562154621644
0.011566300264238109	0.5761829421723189
0.011806906807624935	0.5594096688824733
0.01204751335101176	0.5426363955926279
0.012288119894398587	0.52865866785109
0.012528726437785413	0.514680940109552
0.012769332981172239	0.5007032123680141
0.013009939524559064	0.48672548462647613
0.013250546067945887	0.47554330243324583
0.013491152611332713	0.46436112024001547
0.013731759154719539	0.4531789380467851
0.013972365698106365	0.4419967558535548
0.01421297224149319	0.43081457366032444
0.014453578784880017	0.4224279370154017
0.014694185328266843	0.41124575482217135
0.014934791871653669	0.4028591181772486
0.015175398415040491	0.39447248153232584
0.015416004958427317	0.3860858448874031
0.015656611501814143	0.3776992082424803
0.01589721804520097	0.3693125715975576
0.016137824588587795	0.3609259349526348
0.01637843113197462	0.35533484385601966
0.016619037675361447	0.3469482072110969
0.01685964421874827	0.3413571161144817
0.017100250762135095	0.332970479469559
0.01734085730552192	0.32737938837294384
0.017581463848908747	0.3217882972763286
0.017822070392295573	0.3161972061797135
0.018062676935682396	0.3106061150830983
0.018303283479069222	0.3050150239864831
0.018543890022456048	0.29942393288986796
0.018784496565842874	0.2938328417932528
0.0190251031092297	0.2882417506966376
0.019265709652616526	0.2826506596000224
0.01950631619600335	0.27985511405171476
0.019746922739390174	0.27426402295509955
0.019987529282777	0.2686729318584843
0.020228135826163826	0.2658773863101767
0.020468742369550652	0.26028629521356145
0.020709348912937478	0.2574907496652538
0.020949955456324304	0.2518996585686386
0.02119056199971113	0.24910411302033098
0.021431168543097952	0.24630856747202337
0.02167177508648478	0.24071747637540813
0.021912381629871604	0.23792193082710053
0.02215298817325843	0.2351263852787929
0.022393594716645256	0.2323308397304853
0.022634201260032082	0.22673974863387006
0.022874807803418908	0.22394420308556243
0.02311541434680573	0.22114865753725482
0.023356020890192557	0.2183531119889472
0.023596627433579383	0.2155575664406396
0.02383723397696621	0.21276202089233198
0.024077840520353035	0.20996647534402435
0.02431844706373986	0.20717092979571675
0.024559053607126687	0.20437538424740911
0.02479966015051351	0.2015798386991015
0.025040266693900335	0.19878429315079388
0.02528087323728716	0.19598874760248627
0.025521479780673987	0.19319320205417864
